iata,name,lat,lng
YKF,Waterloo Airport,43.460800170899994,-80.3786010742
YKL,Schefferville Airport,54.805301666259766,-66.8052978515625
YKY,Kindersley Airport,51.5175018311,-109.180999756
YKZ,Buttonville Municipal Airport,43.86220169067383,-79.37000274658203
YLD,Chapleau Airport,47.81999969482422,-83.3467025756836
YLJ,Meadow Lake Airport,54.125301361083984,-108.52300262451172
YLL,Lloydminster Airport,53.309200286865234,-110.072998046875
YLT,Alert Airport,82.51779937740001,-62.2806015015
YLW,Kelowna International Airport,49.9561004639,-119.377998352
YMA,Mayo Airport,63.61640167236328,-135.8679962158203
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016
YMM,Fort McMurray Airport,56.653301239,-111.222000122
YMO,Moosonee Airport,51.291099548339844,-80.60780334472656
YMW,Maniwaki Airport,46.2728004456,-75.9906005859
YMX,Montreal International (Mirabel) Airport,45.679501,-74.038696
YNA,Natashquan Airport,50.189998626708984,-61.78919982910156
YND,Ottawa / Gatineau Airport,45.521701812699995,-75.5635986328
YNM,Matagami Airport,49.76169967651367,-77.80280303955078
YOC,Old Crow Airport,67.57060241699219,-139.83900451660156
YOD,CFB Cold Lake,54.404998779296875,-110.27899932861328
YOJ,High Level Airport,58.62139892578125,-117.16500091552734
YOW,Ottawa Macdonald-Cartier International Airport,45.3224983215332,-75.66919708251953
YPA,Prince Albert Glass Field,53.214199066199996,-105.672996521
YPE,Peace River Airport,56.226898,-117.446999
YPG,Southport Airport,49.903099,-98.273817
YPL,Pickle Lake Airport,51.4463996887207,-90.21420288085938
YPN,Port Menier Airport,49.83639907836914,-64.2885971069336
YPQ,Peterborough Airport,44.22999954223633,-78.36329650878906
YPR,Prince Rupert Airport,54.286098480199996,-130.445007324
YPY,Fort Chipewyan Airport,58.7672004699707,-111.11699676513672
YQA,Muskoka Airport,44.974700927734375,-79.30329895019531
YQB,Quebec Jean Lesage International Airport,46.7911,-71.393303
YQF,Red Deer Regional Airport,52.18220138549805,-113.89399719238281
YQG,Windsor Airport,42.27560043334961,-82.95559692382812
YQH,Watson Lake Airport,60.11640167236328,-128.82200622558594
YQK,Kenora Airport,49.788299560546875,-94.36309814453125
YQL,Lethbridge County Airport,49.6302986145,-112.800003052
YQM,Greater Moncton International Airport,46.11220169067383,-64.67859649658203
YQQ,Comox Airport,49.71080017089844,-124.88700103759766
YQR,Regina International Airport,50.43190002441406,-104.66600036621094
YQT,Thunder Bay Airport,48.37189865112305,-89.32389831542969
YQU,Grande Prairie Airport,55.1796989441,-118.885002136
YQV,Yorkton Municipal Airport,51.26470184326172,-102.46199798583984
YQW,North Battleford Airport,52.76919937133789,-108.24400329589844
YQX,Gander International Airport,48.9369010925293,-54.56809997558594
YQY,Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798
YQZ,Quesnel Airport,53.026100158691406,-122.51000213623047
YRB,Resolute Bay Airport,74.7169036865,-94.9693984985
YRI,Rivière-du-Loup Airport,47.764400482177734,-69.58470153808594
YRJ,Roberval Airport,48.52000045776367,-72.2656021118164
YRM,Rocky Mountain House Airport,52.4296989441,-114.903999329
YRT,Rankin Inlet Airport,62.8114013672,-92.1157989502
YSB,Sudbury Airport,46.625,-80.79889678955078
YSC,Sherbrooke Airport,45.4385986328125,-71.69139862060547
YSJ,Saint John Airport,45.31610107421875,-65.89029693603516
YSM,Fort Smith Airport,60.020301818847656,-111.96199798583984
YSR,Nanisivik Airport,72.982201,-84.613602
YSU,Summerside Airport,46.44060134887695,-63.83359909057617
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9938964844,-125.242996216
YTE,Cape Dorset Airport,64.2300033569,-76.5267028809
YTH,Thompson Airport,55.80110168457031,-97.86419677734375
YTR,CFB Trenton,44.118900299072266,-77.5280990600586
YTS,Timmins/Victor M. Power,48.569698333699996,-81.376701355
YTZ,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202
YUB,Tuktoyaktuk Airport,69.43329620361328,-133.0260009765625
YUL,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502
YUT,Repulse Bay Airport,66.5214004517,-86.22470092770001
YUX,Hall Beach Airport,68.77610015869999,-81.2425
YUY,Rouyn Noranda Airport,48.20610046386719,-78.83560180664062
YVC,La Ronge Airport,55.151401519800004,-105.262001038
YVG,Vermilion Airport,53.355800628699996,-110.823997498
YVM,Qikiqtarjuaq Airport,67.5457992554,-64.03140258789999
YVO,Val-d'Or Airport,48.0532989502,-77.7827987671
YVP,Kuujjuaq Airport,58.096099853515625,-68.4269027709961
YVQ,Norman Wells Airport,65.28160095214844,-126.7979965209961
YVR,Vancouver International Airport,49.193901062,-123.183998108
YVT,Buffalo Narrows Airport,55.8418998718,-108.417999268
YVV,Wiarton Airport,44.7458,-81.107201
YWA,Petawawa Airport,45.95220184326172,-77.31919860839844
YWG,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816
YWK,Wabush Airport,52.92190170288086,-66.8644027709961
YWL,Williams Lake Airport,52.1831016541,-122.054000854
YWY,Wrigley Airport,63.20940017700195,-123.43699645996094
YXC,Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066
YXD,Edmonton City Centre (Blatchford Field) Airport,53.5724983215,-113.521003723
YXE,Saskatoon John G. Diefenbaker International Airport,52.170799255371094,-106.69999694824219
YXH,Medicine Hat Airport,50.01890182495117,-110.72100067138672
YXJ,Fort St John Airport,56.23809814453125,-120.73999786376953
YXL,Sioux Lookout Airport,50.11389923095703,-91.9052963256836
YXP,Pangnirtung Airport,66.1449966431,-65.71360015869999
YXR,Earlton (Timiskaming Regional) Airport,47.697400654599996,-79.8473453522
YXS,Prince George Airport,53.8894004822,-122.679000854
YXT,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009
YXU,London Airport,43.035599,-81.1539
YXX,Abbotsford Airport,49.025299072265625,-122.36100006103516
YXY,Whitehorse / Erik Nielsen International Airport,60.7095985413,-135.067001343
YYB,North Bay Jack Garland Airport,46.363602,-79.422798
YYC,Calgary International Airport,51.113899231,-114.019996643
YYD,Smithers Airport,54.82469940185547,-127.18299865722656
YYE,Fort Nelson Airport,58.8363990784,-122.597000122
YYF,Penticton Airport,49.46310043334961,-119.60199737548828
YYG,Charlottetown Airport,46.290000915527344,-63.12110137939453
YYH,Taloyoak Airport,69.5466995239,-93.5766983032
YYJ,Victoria International Airport,48.646900177,-123.426002502
YYL,Lynn Lake Airport,56.86389923095703,-101.07599639892578
YYN,Swift Current Airport,50.291900634799994,-107.691001892
YYQ,Churchill Airport,58.739200592041016,-94.06500244140625
YYR,Goose Bay Airport,53.3191986084,-60.4258003235
YYT,St. John's International Airport,47.618598938,-52.7518997192
YYU,Kapuskasing Airport,49.41389846801758,-82.46749877929688
YYW,Armstrong Airport,50.29029846191406,-88.90969848632812
YYY,Mont Joli Airport,48.60860061645508,-68.20809936523438
YYZ,Lester B. Pearson International Airport,43.6772003174,-79.63059997559999
YZD,Downsview Airport,43.74250030517578,-79.4655990600586
YZE,Gore Bay Manitoulin Airport,45.88529968261719,-82.56780242919922
YZF,Yellowknife Airport,62.462799072265625,-114.44000244140625
YZH,Slave Lake Airport,55.2930984497,-114.777000427
YZP,Sandspit Airport,53.25429916379999,-131.813995361
YZR,Chris Hadfield Airport,42.9994010925293,-82.30889892578125
YZT,Port Hardy Airport,50.680599212646484,-127.36699676513672
YZU,Whitecourt Airport,54.14390182495117,-115.78700256347656
YZV,Sept-Îles Airport,50.22330093383789,-66.2656021118164
YZW,Teslin Airport,60.17279815673828,-132.7429962158203
YZX,CFB Greenwood,44.98440170288086,-64.91690063476562
ZFA,Faro Airport,62.20750045776367,-133.37600708007812
ZFM,Fort Mcpherson Airport,67.40750122070312,-134.86099243164062
QLD,Blida Airport,36.50360107421875,2.8141698837280273
BUJ,Bou Saada Airport,35.33250045776367,4.206389904022217
BJA,Soummam Airport,36.7120018005,5.0699200630200005
ALG,Houari Boumediene Airport,36.691001892089844,3.215409994125366
DJG,Djanet Inedbirene Airport,24.292801,9.45244
VVZ,Illizi Takhamalt Airport,26.7234992981,8.62265014648
TMR,Aguenar – Hadj Bey Akhamok Airport,22.8115005493,5.45107984543
GJL,Jijel Ferhat Abbas Airport,36.7951011658,5.87361001968
MZW,Mecheria Airport,33.535900116,-0.242353007197
AAE,Rabah Bitat Airport,36.822201,7.809174
CZL,Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492
TEE,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967
HRM,Hassi R'Mel Airport,32.93040084838867,3.311539888381958
TID,Bou Chekif Airport,35.3410987854,1.46315002441
TIN,Tindouf Airport,27.7003993988,-8.167099952700001
CFK,Ech Cheliff Airport,36.2126998901,1.33176994324
TAF,Tafaraoui Airport,35.54240036010742,-0.5322780013084412
TLM,Zenata – Messali El Hadj Airport,35.0167007446,-1.45000004768
ORN,Es Senia Airport,35.6239013672,-0.6211829781529999
BFW,Sidi Bel Abbes Airport,35.1717987061,-0.593275010586
MUW,Ghriss Airport,35.207698822021484,0.14714199304580688
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837600708007812,-0.18641400337219238
BSK,Biskra Airport,34.793300628699996,5.73823022842
ELG,El Golea Airport,30.571300506591797,2.8595900535583496
GHA,Noumérat - Moufdi Zakaria Airport,32.38410186767578,3.794110059738159
HME,Oued Irara Airport,31.673000335699996,6.140439987180001
INZ,In Salah Airport,27.250999450699997,2.51202011108
TGR,Touggourt Sidi Madhi Airport,33.06779861450195,6.088669776916504
LOO,Laghouat Airport,33.764400482199996,2.92833995819
TMX,Timimoun Airport,29.2371006012,0.276033014059
OGX,Ain el Beida Airport,31.917200088500977,5.412779808044434
IAM,In Aménas Airport,28.0515,9.64291
COO,Cadjehoun Airport,6.357230186462402,2.384350061416626
OUA,Ouagadougou Airport,12.3532,-1.51242
BOY,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584
ACC,Kotoka International Airport,5.605189800262451,-0.16678600013256073
TML,Tamale Airport,9.55718994140625,-0.8632140159606934
NYI,Sunyani Airport,7.361830234527588,-2.3287599086761475
TKD,Takoradi Airport,4.896059989929199,-1.7747600078582764
ABJ,Port Bouet Airport,5.261390209197998,-3.9262900352478027
BYK,Bouaké Airport,7.738800048828125,-5.073669910430908
DJO,Daloa Airport,6.792809963226318,-6.473189830780029
HGO,Korhogo Airport,9.38718032837,-5.55666017532
MJC,Man Airport,7.272069931030273,-7.58735990524292
SPY,San Pedro Airport,4.746719837188721,-6.660820007324219
ASK,Yamoussoukro Airport,6.9031701088,-5.36558008194
ABV,Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412
AKR,Akure Airport,7.246739864349365,5.3010101318359375
BNI,Benin Airport,6.316979885101318,5.5995001792907715
CBQ,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758
ENU,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914
IBA,Ibadan Airport,7.362460136413574,3.97832989692688
ILR,Ilorin International Airport,8.440210342407227,4.493919849395752
JOS,Yakubu Gowon Airport,9.639829635620117,8.869050025939941
KAD,Kaduna Airport,10.696000099182129,7.320109844207764
KAN,Mallam Aminu International Airport,12.0476,8.52462
MIU,Maiduguri International Airport,11.855299949645996,13.080900192260742
MDI,Makurdi Airport,7.70388,8.61394
LOS,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706
MXJ,Minna Airport,9.652170181274414,6.462259769439697
PHC,Port Harcourt International Airport,5.0154900550842285,6.94959020614624
SKO,Sadiq Abubakar III International Airport,12.916299819946289,5.207190036773682
YOL,Yola Airport,9.257550239562988,12.430399894714355
ZAR,Zaria Airport,11.1302,7.68581
MFQ,Maradi Airport,13.5024995803833,7.1267499923706055
NIM,Diori Hamani International Airport,13.4815,2.18361
THZ,Tahoua Airport,14.875699996948242,5.265359878540039
AJY,Mano Dayak International Airport,16.965999603271484,8.000109672546387
ZND,Zinder Airport,13.779000282287598,8.983759880065918
MIR,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
TUN,Tunis Carthage International Airport,36.85100173950195,10.22719955444336
GAF,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836
GAE,Gabès Matmata International Airport,33.87689971923828,10.103300094604492
DJE,Djerba Zarzis International Airport,33.875,10.775500297546387
EBM,El Borma Airport,31.704299926757812,9.254619598388672
SFA,Sfax Thyna International Airport,34.71799850463867,10.690999984741211
TOE,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
LRL,Niamtougou International Airport,9.767330169677734,1.091249942779541
LFW,Lomé-Tokoin Airport,6.165609836578369,1.2545100450515747
ANR,Antwerp International Airport (Deurne),51.1893997192,4.46027994156
BRU,Brussels Airport,50.901401519800004,4.48443984985
CRL,Brussels South Charleroi Airport,50.459202,4.45382
KJK,Wevelgem Airport,50.817199707,3.20472002029
LGG,Liège Airport,50.63740158081055,5.443220138549805
OST,Ostend-Bruges International Airport,51.198898315399994,2.8622200489
OBL,Zoersel (Oostmalle) Airfield,51.264702,4.75333
AOC,Altenburg-Nobitz Airport,50.981945,12.506389
IES,Riesa-Göhlis Airport,51.2936096191,13.3561105728
REB,Rechlin-Lärz Airport,53.306388855,12.7522220612
QXH,Schönhagen Airport,52.203609,13.156389
BBH,Barth Airport,54.338253,12.710515
ZMG,"Magdeburg ""City"" Airport",52.073612,11.626389
CBU,Cottbus-Drewitz Airport,51.889442,14.531944
SXF,Berlin-Schönefeld Airport,52.380001,13.5225
DRS,Dresden Airport,51.1328010559082,13.767200469970703
ERF,Erfurt Airport,50.979801177978516,10.958100318908691
FRA,Frankfurt am Main Airport,50.033333,8.570556
FMO,Münster Osnabrück Airport,52.134601593,7.68483018875
HAM,Hamburg Airport,53.630401611328,9.9882297515869
THF,Berlin-Tempelhof International Airport,52.472999572753906,13.403900146484375
CGN,Cologne Bonn Airport,50.8658981323,7.1427397728
DUS,Düsseldorf Airport,51.289501,6.76678
MUC,Munich Airport,48.353802,11.7861
NUE,Nuremberg Airport,49.498699,11.078056
LEJ,Leipzig/Halle Airport,51.423889,12.236389
SCN,Saarbrücken Airport,49.214599609400004,7.10950994492
STR,Stuttgart Airport,48.689899444599995,9.22196006775
TXL,Berlin-Tegel Airport,52.5597,13.2877
HAJ,Hannover Airport,52.461101532,9.685079574580001
BRE,Bremen Airport,53.0475006104,8.78666973114
QEF,Frankfurt-Egelsbach Airport,49.959999,8.645833
HHN,Frankfurt-Hahn Airport,49.9487,7.26389
MHG,Mannheim-City Airport,49.473057,8.514167
EIB,Eisenach-Kindel Airport,50.991604,10.47973
SGE,Siegerland Airport,50.707698822021484,8.082969665527344
XFW,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438
KEL,Kiel-Holtenau Airport,54.37944412231445,10.145277976989746
LBC,Lübeck Blankensee Airport,53.8054008484,10.7192001343
ESS,Essen Mulheim Airport,51.40230178833008,6.9373297691345215
BFE,Bielefeld Airport,51.964722,8.544444
MGL,Mönchengladbach Airport,51.230278,6.504444
PAD,Paderborn Lippstadt Airport,51.614101409899995,8.616319656369999
DTM,Dortmund Airport,51.51829910279999,7.61223983765
AGB,Augsburg Airport,48.425278,10.931667
OBF,Oberpfaffenhofen Airport,48.081402,11.2831
RBM,Straubing Airport,48.90083312988281,12.516667366027832
FDH,Friedrichshafen Airport,47.671298980699994,9.51148986816
SZW,Schwerin Parchim Airport,53.426998,11.7834
BYU,Bayreuth Airport,49.985001,11.64
URD,Burg Feuerstein Airport,49.794166564941,11.133610725403
HOQ,Hof-Plauen Airport,50.288612365722656,11.856389045715332
ZQW,Zweibrücken Airport,49.2094,7.40056
ZQL,Donaueschingen-Villingen Airport,47.97333145139999,8.52222156525
BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561
KSF,Kassel-Calden Airport,51.417273,9.384967
BRV,Bremerhaven Airport,53.506943,8.572778
EME,Emden Airport,53.391109,7.2275
WVN,Wilhelmshaven-Mariensiel Airport,53.502220153808594,8.05222225189209
BMK,Borkum Airport,53.59639,6.709167
NRD,Norderney Airport,53.70694351196289,7.230000019073486
FLF,Flensburg-Schäferhaus Airport,54.77333450317383,9.378889083862305
GWT,Westerland Sylt Airport,54.9132003784,8.34047031403
KDL,Kärdla Airport,58.99079895019531,22.830699920654297
URE,Kuressaare Airport,58.22990036010742,22.50950050354004
EPU,Pärnu Airport,58.41899871826172,24.47279930114746
TLL,Lennart Meri Tallinn Airport,59.41329956049999,24.832799911499997
TAY,Tartu Airport,58.3074989319,26.690399169900004
ENF,Enontekio Airport,68.362602233887,23.424299240112
KEV,Halli Airport,61.856039,24.786686
HEM,Helsinki Malmi Airport,60.254600524902344,25.042800903320312
HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956
HYV,Hyvinkää Airfield,60.6543998718,24.8810997009
KTQ,Kitee Airport,62.1661,30.073601
IVL,Ivalo Airport,68.607299804688,27.405300140381
JOE,Joensuu Airport,62.662899017334,29.607500076294
JYV,Jyvaskyla Airport,62.399501800537,25.678300857544
KAU,Kauhava Airport,63.127102,23.051399
KEM,Kemi-Tornio Airport,65.778701782227,24.582099914551
KAJ,Kajaani Airport,64.285499572754,27.692399978638
KHJ,Kauhajoki Airport,62.4625015259,22.3931007385
KOK,Kokkola-Pietarsaari Airport,63.721199035645,23.143100738525
KAO,Kuusamo Airport,65.987602233887,29.239400863647
KTT,Kittilä Airport,67.700996398926,24.846799850464
KUO,Kuopio Airport,63.007099151611,27.797800064087
QLF,Lahti Vesivehmaa Airport,61.144199,25.693501
LPP,Lappeenranta Airport,61.044601,28.144743
MHQ,Mariehamn Airport,60.122200012207,19.898199081421
MIK,Mikkeli Airport,61.6866,27.201799
OUL,Oulu Airport,64.930099487305,25.354600906372
POR,Pori Airport,61.461700439453,21.799999237061
RVN,Rovaniemi Airport,66.564796447754,25.830400466919
SVL,Savonlinna Airport,61.943099975586,28.945100784302
SOT,Sodankyla Airport,67.3949966431,26.6191005707
TMP,Tampere-Pirkkala Airport,61.414100646973,23.604400634766
TKU,Turku Airport,60.514099121094,22.262800216675
UTI,Utti Air Base,60.89640045166,26.938400268555
VAA,Vaasa Airport,63.050701141357,21.762199401855
VRK,Varkaus Airport,62.171100616455,27.868600845337
YLI,Ylivieska Airfield,64.0547222,24.7252778
BFS,Belfast International Airport,54.6575012207,-6.2158298492399995
ENK,St Angelo Airport,54.39889907836914,-7.651669979095459
BHD,George Best Belfast City Airport,54.618099212646484,-5.872499942779541
LDY,City of Derry Airport,55.04280090332031,-7.161109924316406
BHX,Birmingham International Airport,52.453899383499994,-1.74802994728
CVT,Coventry Airport,52.3697013855,-1.4797199964499999
GLO,Gloucestershire Airport,51.89419937133789,-2.167220115661621
GBA,Cotswold Airport,51.668095,-2.05694
MAN,Manchester Airport,53.35369873046875,-2.2749500274658203
NQY,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137
LYE,RAF Lyneham,51.5051,-1.99343
YEO,RNAS Yeovilton,51.0093994140625,-2.638819932937622
HAW,Haverfordwest Airport,51.833099365234375,-4.9611101150512695
CWL,Cardiff International Airport,51.39670181274414,-3.343329906463623
SWS,Swansea Airport,51.60530090332031,-4.0678300857543945
BRS,Bristol Airport,51.382702,-2.71909
LPL,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703
LTN,London Luton Airport,51.874698638916016,-0.36833301186561584
PLH,Plymouth City Airport,50.422798,-4.10583
BOH,Bournemouth Airport,50.779998779296875,-1.8424999713897705
SOU,Southampton Airport,50.95029830932617,-1.3567999601364136
QLA,Lasham Airport,51.187198638916016,-1.0334999561309814
ACI,Alderney Airport,49.706104,-2.21472
GCI,Guernsey Airport,49.435001373291016,-2.6019699573516846
JER,Jersey Airport,49.20790100097656,-2.195509910583496
ESH,Shoreham Airport,50.835602,-0.297222
BQH,London Biggin Hill Airport,51.33079910279999,0.0324999988079
LGW,London Gatwick Airport,51.148102,-0.190278
LCY,London City Airport,51.505299,0.055278
FAB,Farnborough Airport,51.2757987976,-0.776332974434
BBS,Blackbushe Airport,51.32389831542969,-0.8475000262260437
LHR,London Heathrow Airport,51.4706,-0.461941
SEN,Southend Airport,51.5713996887207,0.6955559849739075
LYX,Lydd Airport,50.95610046386719,0.9391670227050781
MSE,Kent International Airport,51.342201,1.34611
CAX,Carlisle Airport,54.9375,-2.8091700077056885
BLK,Blackpool International Airport,53.77170181274414,-3.0286099910736084
HUY,Humberside Airport,53.57440185546875,-0.350832998752594
BWF,Barrow Walney Island Airport,54.1286111,-3.2675
LBA,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308
WRT,Warton Airport,53.745098,-2.88306
CEG,Hawarden Airport,53.1781005859375,-2.9777801036834717
IOM,Isle of Man Airport,54.08330154418945,-4.623889923095703
NCL,Newcastle Airport,55.037498474121094,-1.6916699409484863
MME,Durham Tees Valley Airport,54.50920104980469,-1.4294099807739258
EMA,East Midlands Airport,52.8311004639,-1.32806003094
KOI,Kirkwall Airport,58.957801818847656,-2.9049999713897705
LSI,Sumburgh Airport,59.87889862060547,-1.2955600023269653
WIC,Wick Airport,58.458900451660156,-3.09306001663208
ABZ,Aberdeen Dyce Airport,57.201900482177734,-2.197779893875122
INV,Inverness Airport,57.54249954223633,-4.047500133514404
GLA,Glasgow International Airport,55.8718986511,-4.43306016922
EDI,Edinburgh Airport,55.95000076293945,-3.372499942779541
ILY,Islay Airport,55.68190002441406,-6.256669998168945
PIK,Glasgow Prestwick Airport,55.5093994140625,-4.586669921875
BEB,Benbecula Airport,57.48109817504883,-7.3627800941467285
SCS,Scatsta Airport,60.43280029296875,-1.2961100339889526
DND,Dundee Airport,56.45249938964844,-3.025830030441284
SYY,Stornoway Airport,58.215599060058594,-6.331110000610352
TRE,Tiree Airport,56.49919891357422,-6.869170188903809
ADX,RAF Leuchars,56.37289810180664,-2.8684399127960205
LMO,RAF Lossiemouth,57.7052001953125,-3.339169979095459
CBG,Cambridge Airport,52.205002,0.175
NWI,Norwich International Airport,52.6758003235,1.28278005123
STN,London Stansted Airport,51.8849983215,0.234999999404
EXT,Exeter International Airport,50.73440170288086,-3.4138898849487305
FZO,Bristol Filton Airport,51.5194015503,-2.59083008766
OXF,Oxford (Kidlington) Airport,51.8368988037,-1.32000005245
BEX,RAF Benson,51.616401672399995,-1.09582996368
LKZ,RAF Lakenheath,52.409301757799994,0.56099998951
MHZ,RAF Mildenhall,52.361900329589844,0.48640599846839905
QUY,RAF Wyton,52.3572006226,-0.107832998037
FFD,RAF Fairford,51.6822013855,-1.7900300025900002
BZZ,RAF Brize Norton,51.75,-1.58362
ODH,RAF Odiham,51.2341003418,-0.94282501936
NHT,RAF Northolt,51.553001403799996,-0.418166995049
QCY,RAF Coningsby,53.0929985046,-0.166014000773
BEQ,RAF Honington,52.34260177612305,0.7729390263557434
SQZ,RAF Scampton,53.307800293,-0.550832986832
HRT,RAF Linton-On-Ouse,54.0489006042,-1.2527500391
WTN,RAF Waddington,53.1661987305,-0.523810982704
KNF,RAF Marham,52.648395,0.550692
MPN,Mount Pleasant Airport,-51.82279968261719,-58.447200775146484
AMS,Amsterdam Airport Schiphol,52.308601,4.76389
MST,Maastricht Aachen Airport,50.911701,5.77014
